#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS PTDY  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi  hPa    ft
2023 07 24 20 00  80  5.0  6.0    MM    MM    MM  MM 1018.8  29.7  30.0  25.6   MM -1.1    MM
2023 07 24 19 50  80  6.0  7.0   0.9     8   4.8  43 1018.8  29.6  30.0  26.0   MM   MM    MM
2023 07 24 19 40  80  6.0  7.0    MM    MM    MM  MM 1019.1  29.6  30.0  26.2   MM   MM    MM
2023 07 24 19 30  80  6.0  6.0    MM    MM    MM  MM 1019.0  29.6  30.0  25.9   MM   MM    MM
2023 07 24 19 20  80  6.0  7.0   0.9    MM   4.9  43 1019.1  29.6  30.0  26.0   MM   MM    MM
2023 07 24 19 10  MM   MM   MM   0.9     8   4.9  43     MM    MM    MM    MM   MM   MM    MM
2023 07 24 19 00  90  6.0  7.0    MM    MM    MM  MM 1019.1  29.6  29.9  25.8   MM -1.5    MM
2023 07 24 18 50  90  6.0  7.0   0.9    MM   4.5  36 1019.0  29.5  29.9  25.8   MM   MM    MM
2023 07 24 18 40  MM   MM   MM   0.9     8   4.5  36     MM    MM    MM    MM   MM   MM    MM
2023 07 24 18 30  90  6.0  7.0    MM    MM    MM  MM 1019.2  29.6  30.0  26.2   MM   MM    MM
2023 07 24 18 20  90  6.0  7.0   0.9    MM   4.7  71 1019.3  29.6  29.9  26.1   MM   MM    MM
2023 07 24 18 10  MM   MM   MM   0.9     9   4.7  71     MM    MM    MM    MM   MM   MM    MM
2023 07 24 18 00 100  6.0  7.0    MM    MM    MM  MM 1019.4  29.6  29.9  26.0   MM -1.3    MM
2023 07 24 17 50  90  6.0  7.0   0.9     9   5.0  67 1019.5  29.6  29.9  26.0   MM   MM    MM
2023 07 24 17 40  90  6.0  7.0   0.9    MM   5.0  67 1019.6  29.5  30.0  26.2   MM   MM    MM
2023 07 24 17 30  90  5.0  6.0    MM    MM    MM  MM 1019.8  29.5  29.9  26.2   MM   MM    MM
2023 07 24 17 20  90  5.0  7.0   0.9    MM   4.9  61 1019.9  29.5  29.9  26.1   MM   MM    MM
2023 07 24 17 10  90  5.0  6.0   0.9    MM   4.9  61 1019.9  29.5  29.9  26.2   MM   MM    MM
2023 07 24 17 00  90  5.0  7.0   0.9    MM   4.9  61 1020.1  29.4    MM  26.0   MM -0.5    MM
2023 07 24 16 50  90  5.0  7.0   0.8    MM   4.8  52 1020.1  29.4  29.8  26.3   MM   MM    MM
2023 07 24 16 40  MM   MM   MM   0.8     9   4.8  52     MM    MM    MM    MM   MM   MM    MM
2023 07 24 16 30 100  5.0  6.0    MM    MM    MM  MM 1020.4  29.4  29.8  26.3   MM   MM    MM
2023 07 24 16 20 100  5.0  7.0   0.8     9   5.1  68 1020.4  29.3  29.8  26.2   MM   MM    MM
2023 07 24 16 10 100  6.0  7.0   0.8    MM   5.1  68 1020.4  29.3  29.8  26.3   MM   MM    MM
2023 07 24 16 00 100  6.0  7.0    MM    MM    MM  MM 1020.4  29.3  29.8  26.2   MM +0.0    MM
2023 07 24 15 50  90  5.0  6.0   0.9     9   5.1  75 1020.5  29.2  29.8  26.4   MM   MM    MM
2023 07 24 15 40  90  5.0  7.0    MM    MM    MM  MM 1020.5  29.1  29.8  25.8   MM   MM    MM
2023 07 24 15 30  90  6.0  7.0    MM    MM    MM  MM 1020.6  29.1  29.8  25.7   MM   MM    MM
2023 07 24 15 20 100  5.0  7.0   0.8    MM   5.1  84 1020.6  29.2  29.8  26.4   MM   MM    MM
2023 07 24 15 10  MM   MM   MM   0.8     8   5.1  84     MM    MM    MM    MM   MM   MM    MM
2023 07 24 15 00 100  5.0  7.0    MM    MM    MM  MM 1020.7  29.3    MM  26.0   MM +0.6    MM
2023 07 24 14 50 100  5.0  7.0   0.9    10   5.5  57 1020.7  29.3  29.8  25.8   MM   MM    MM
2023 07 24 14 40 100  5.0  7.0    MM    MM    MM  MM 1020.7  29.2  29.7  25.9   MM   MM    MM
2023 07 24 14 30 100  5.0  7.0    MM    MM    MM  MM 1020.6  29.3  29.7  26.3   MM   MM    MM
2023 07 24 14 20 110  6.0  7.0   0.8     9   5.5  67 1020.5  29.3  29.8  26.0   MM   MM    MM
2023 07 24 14 10 110  5.0  7.0    MM    MM    MM  MM 1020.5  29.2  29.7  26.1   MM   MM    MM
2023 07 24 14 00 110  4.0  5.0   0.8    MM   5.5  67 1020.7  29.1  29.7  26.1   MM +0.6    MM
2023 07 24 13 50 100  3.0  4.0   0.9    10   5.7  50 1020.6  29.0  29.7  25.6   MM   MM    MM
2023 07 24 13 40  90  3.0  3.0   0.9    MM   5.7  50 1020.7  28.8  29.7  25.2   MM   MM    MM
2023 07 24 13 30  80  3.0  4.0    MM    MM    MM  MM 1020.7  28.6  29.7  24.7   MM   MM    MM
2023 07 24 13 20  90  4.0  5.0   1.0     8   5.7  59 1020.7  28.5  29.7  25.1   MM   MM    MM
2023 07 24 13 10 100  6.0  9.0   1.0    MM   5.7  59 1020.7  28.2  29.7  24.9   MM   MM    MM
2023 07 24 13 00 100  6.0  8.0    MM    MM    MM  MM 1020.5  29.0  29.7  26.0   MM +1.0    MM
2023 07 24 12 50 110  5.0  6.0   0.9     9   5.9  75 1020.5  29.1  29.7  26.0   MM   MM    MM
2023 07 24 12 40 110  4.0  4.0    MM    MM    MM  MM 1020.5  29.0  29.6  26.5   MM   MM    MM
2023 07 24 12 30 100  4.0  5.0    MM    MM    MM  MM 1020.4  28.8  29.6  26.2   MM   MM    MM
2023 07 24 12 20 100  4.0  5.0   0.9     8   5.3  65 1020.3  28.9  29.7  26.2   MM   MM    MM
2023 07 24 12 10  90  4.0  5.0   0.9    MM   5.3  65 1020.3  28.9  29.7  26.2   MM   MM    MM
2023 07 24 12 00 110  5.0  6.0    MM    MM    MM  MM 1020.1  28.9  29.7  26.1   MM +1.1    MM
2023 07 24 11 50 110  5.0  6.0   0.9    10   5.3  53 1020.1  28.8  29.7  25.8   MM   MM    MM
2023 07 24 11 40 100  5.0  6.0   0.9    MM   5.3  53 1019.9  28.8  29.7  25.9   MM   MM    MM
2023 07 24 11 30 100  5.0  6.0    MM    MM    MM  MM 1019.9  28.8  29.7  25.7   MM   MM    MM
2023 07 24 11 20 100  5.0  7.0   1.0    MM   5.5  63 1020.2  28.8  29.7  25.7   MM   MM    MM
2023 07 24 11 10 100  5.0  6.0   1.0    MM   5.5  63 1019.9  28.7  29.7  25.7   MM   MM    MM
2023 07 24 11 00 100  5.0  6.0    MM    MM    MM  MM 1019.9  28.7  29.7  25.6   MM +1.1    MM
2023 07 24 10 50 100  5.0  6.0   1.0     9   5.4  61 1019.8  28.6  29.7  25.6   MM   MM    MM
2023 07 24 10 40 110  5.0  6.0    MM    MM    MM  MM 1019.7  28.6  29.7  25.6   MM   MM    MM
2023 07 24 10 30 120  5.0  6.0    MM    MM    MM  MM 1019.6  28.5  29.7  25.4   MM   MM    MM
2023 07 24 10 20 110  5.0  7.0   1.0    MM   5.6  68 1019.8  28.5  29.7  25.6   MM   MM    MM
2023 07 24 10 10 120  5.0  7.0   1.0    MM   5.6  68 1019.6  28.5  29.7  25.4   MM   MM    MM
2023 07 24 10 00 110  5.0  6.0    MM    MM    MM  MM 1019.6  28.5  29.7  25.3   MM +0.6    MM
2023 07 24 09 50 110  5.0  6.0   0.9    11   5.4  71 1019.4  28.4  29.7  25.4   MM   MM    MM
2023 07 24 09 40 110  5.0  7.0   0.9    MM   5.4  71 1019.3  28.4  29.7  25.5   MM   MM    MM
2023 07 24 09 30 120  5.0  7.0    MM    MM    MM  MM 1019.2  28.5  29.7  25.4   MM   MM    MM
2023 07 24 09 20 110  5.0  7.0   0.9    MM   5.6  74 1019.1  28.5  29.7  25.3   MM   MM    MM
2023 07 24 09 10  MM   MM   MM   0.9     9   5.6  74     MM    MM    MM    MM   MM   MM    MM
2023 07 24 09 00 100  4.0  6.0    MM    MM    MM  MM 1019.1  28.3  29.8  25.4   MM +0.0    MM
2023 07 24 08 50 100  4.0  5.0   0.9     8   5.6  58 1019.1  28.2  29.8  25.2   MM   MM    MM
2023 07 24 08 40  90  5.0  6.0    MM    MM    MM  MM 1019.2  28.2  29.8  25.3   MM   MM    MM
2023 07 24 08 30  90  5.0  6.0    MM    MM    MM  MM 1019.0  28.1  29.8  25.6   MM   MM    MM
2023 07 24 08 20  90  5.0  6.0   0.9     9   5.5  50 1019.0  28.1  29.8  25.6   MM   MM    MM
2023 07 24 08 10  90  5.0  6.0    MM    MM    MM  MM 1019.0  28.1  29.8  25.6   MM   MM    MM
2023 07 24 08 00  90  5.0  6.0    MM    MM    MM  MM 1018.9  28.1  29.8  25.6   MM -0.7    MM
2023 07 24 07 50  80  5.0  6.0   0.9    MM   5.4  49 1018.9  28.1  29.8  25.7   MM   MM    MM
2023 07 24 07 40  MM   MM   MM   0.9     9   5.4  49     MM    MM    MM    MM   MM   MM    MM
2023 07 24 07 30  80  5.0  6.0    MM    MM    MM  MM 1018.8  28.1  29.8  25.7   MM   MM    MM
2023 07 24 07 20  90  5.0  6.0   0.9    MM   5.4  70 1018.7  28.0  29.8  25.8   MM   MM    MM
2023 07 24 07 10  MM   MM   MM   0.9     9   5.4  70     MM    MM    MM    MM   MM   MM    MM
2023 07 24 07 00  80  5.0  6.0    MM    MM    MM  MM 1018.8  28.0  29.8  25.8   MM -1.1    MM
2023 07 24 06 50  80  5.0  6.0   0.9    MM   5.5  68 1018.9  27.9  29.8  25.7   MM   MM    MM
2023 07 24 06 40  MM   MM   MM   0.9     9   5.5  68     MM    MM    MM    MM   MM   MM    MM
2023 07 24 06 30  90  5.0  5.0    MM    MM    MM  MM 1019.0  27.9  29.8  25.9   MM   MM    MM
2023 07 24 06 20  90  5.0  6.0   0.8    MM   5.0  62 1019.0  27.8  29.8  25.9   MM   MM    MM
2023 07 24 06 10  MM   MM   MM   0.8    10   5.0  62     MM    MM    MM    MM   MM   MM    MM
2023 07 24 06 00 100  4.0  6.0    MM    MM    MM  MM 1019.1  27.7  29.8  25.7   MM -1.1    MM
2023 07 24 05 50  90  5.0  6.0   0.8    MM   5.4  53 1019.3  27.8  29.8  25.8   MM   MM    MM
2023 07 24 05 40  90  5.0  7.0    MM    MM    MM  MM 1019.2  27.8  29.8  25.8   MM   MM    MM
2023 07 24 05 30  90  6.0  7.0    MM    MM    MM  MM 1019.1  27.9  29.8  25.8   MM   MM    MM
2023 07 24 05 20 110  6.0  7.0   0.9    MM   5.2  63 1019.3  27.9    MM  25.6   MM   MM    MM
2023 07 24 05 10 100  5.0  6.0   0.9    MM   5.2  63 1019.4  27.9  29.9  25.6   MM   MM    MM
2023 07 24 05 00 110  5.0  7.0    MM    MM    MM  MM 1019.6  27.8  29.9  26.0   MM -0.8    MM
2023 07 24 04 50 110  5.0  6.0   0.8     9   5.4  74 1019.7  27.8  29.9  25.9   MM   MM    MM
2023 07 24 04 40 110  5.0  7.0    MM    MM    MM  MM 1019.8  27.9  30.0  26.1   MM   MM    MM
2023 07 24 04 30 110  6.0  7.0    MM    MM    MM  MM 1019.9  28.0  30.0  26.3   MM   MM    MM
2023 07 24 04 20 100  6.0  8.0   0.9     8   5.6  70 1020.0  28.2  30.0  26.1   MM   MM    MM
2023 07 24 04 10  80  6.0  7.0   0.9    MM   5.6  70 1020.1  28.5  30.0  24.8   MM   MM    MM
2023 07 24 04 00  90  6.0  7.0    MM    MM    MM  MM 1020.0  28.6  29.9  24.8   MM +0.0    MM
2023 07 24 03 50  80  6.0  8.0   0.9     9   5.1  61 1020.0  28.6  30.0  25.0   MM   MM    MM
2023 07 24 03 40  70  5.0  7.0    MM    MM    MM  MM 1020.1  28.6  29.9  24.7   MM   MM    MM
2023 07 24 03 30  60  6.0  7.0   0.9    MM   5.1  61 1020.3  28.7  29.9  24.6   MM   MM    MM
2023 07 24 03 20  60  6.0  7.0   1.0     9   4.9  61 1020.2  28.8  29.9  24.5   MM   MM    MM
2023 07 24 03 10  70  6.0  7.0   1.0    MM   4.9  61 1020.2  28.9  29.9  24.1   MM   MM    MM
2023 07 24 03 00  60  7.0  8.0    MM    MM    MM  MM 1020.1  28.9  30.0  23.9   MM +0.5    MM
2023 07 24 02 50  60  7.0  8.0   0.9     9   5.5  60 1020.2  29.0  30.0  24.3   MM   MM    MM
2023 07 24 02 40  60  7.0  9.0    MM    MM    MM  MM 1020.3  28.9  30.0  24.1   MM   MM    MM
2023 07 24 02 30  50  3.0  4.0    MM    MM    MM  MM 1020.4  27.9    MM  24.4   MM   MM    MM
2023 07 24 02 20  50  2.0  4.0   0.9    MM   5.2  79 1020.4  27.5  30.0  24.4   MM   MM    MM
2023 07 24 02 10  60  4.0  5.0   0.9    MM   5.2  79 1020.3  27.3  30.1  24.6   MM   MM    MM
2023 07 24 02 00  50  5.0  6.0    MM    MM    MM  MM 1020.3  26.9  30.1  24.4   MM +1.2    MM
2023 07 24 01 50  50  6.0  8.0   0.8    MM   5.2  77 1020.5  26.4  30.0  24.7   MM   MM    MM
2023 07 24 01 40  50  7.0  9.0    MM    MM    MM  MM 1020.6  25.8  30.1  24.7   MM   MM    MM
2023 07 24 01 30  50 10.0 14.0    MM    MM    MM  MM 1020.8  25.6  30.2  25.1   MM   MM    MM
2023 07 24 01 20  60 12.0 16.0   0.8     8   6.9  72 1020.4  27.0  30.2  25.3   MM   MM    MM
2023 07 24 01 10  60  5.0 13.0   0.8    MM   6.9  72 1020.4  29.1  30.1  25.3   MM   MM    MM
2023 07 24 01 00  60  3.0  4.0    MM    MM    MM  MM 1020.1  29.4  30.1  25.5   MM +1.6    MM
2023 07 24 00 50  40  3.0  3.0   0.7     9   6.5  71 1020.1  29.4  30.1  25.1   MM   MM    MM
2023 07 24 00 40  40  3.0  4.0    MM    MM    MM  MM 1020.2  29.4  30.1  25.1   MM   MM    MM
2023 07 24 00 30  50  2.0  3.0    MM    MM    MM  MM 1020.0  29.4  30.0  25.2   MM   MM    MM
2023 07 24 00 20  50  2.0  4.0   0.8     8   6.7  70 1019.9  29.4    MM  25.1   MM   MM    MM
2023 07 24 00 10  50  2.0  3.0   0.8    MM   6.7  70 1019.9  29.4  30.4  25.1   MM   MM    MM
2023 07 24 00 00  60  2.0  3.0    MM    MM    MM  MM 1019.7  29.4  30.4  25.2   MM +1.2    MM
2023 07 23 23 50  50  2.0  3.0   0.8     8   6.7  72 1019.6  29.4  30.5  25.0   MM   MM    MM
2023 07 23 23 40  20  1.0  3.0    MM    MM    MM  MM 1019.5  29.4  30.5  24.9   MM   MM    MM
2023 07 23 23 30  30  1.0  3.0   0.8    MM   6.7  72 1019.4  29.4  30.4  24.9   MM   MM    MM
2023 07 23 23 20  10  1.0  3.0   0.8    MM   6.5  70 1019.3    MM  30.4    MM   MM   MM    MM
2023 07 23 23 10  50  2.0  2.0    MM    MM    MM  MM 1019.2  29.4  30.6  25.0   MM   MM    MM
2023 07 23 23 00  30  1.0  3.0    MM    MM    MM  MM 1019.3  29.5  30.3  25.1   MM +0.6    MM
2023 07 23 22 50  10  1.0  2.0   0.8     9   6.7  63 1019.1  29.6  30.2  25.1   MM   MM    MM
2023 07 23 22 40 360  1.0  3.0    MM    MM    MM  MM 1019.0  29.7  30.2  25.1   MM   MM    MM
2023 07 23 22 30  10  1.0  2.0    MM    MM    MM  MM 1018.7  29.9  30.2  25.0   MM   MM    MM
2023 07 23 22 20  30  1.0  2.0   0.8     8   6.5  76 1018.8  30.1    MM  25.0   MM   MM    MM
2023 07 23 22 10  30  1.0  2.0    MM    MM    MM  MM 1018.6  30.3  30.2  24.9   MM   MM    MM
2023 07 23 22 00  10  1.0  2.0    MM    MM    MM  MM 1018.5  31.1  30.3  25.0   MM -0.4    MM
2023 07 23 21 50  MM  0.0  0.0   0.9     9   6.5  75 1018.6  31.7  30.3  25.1   MM   MM    MM
2023 07 23 21 40  MM  0.0  1.0   0.9    MM   6.5  75 1018.5  31.5  30.3  25.0   MM   MM    MM
2023 07 23 21 30  MM  0.0  1.0    MM    MM    MM  MM 1018.5  31.6    MM  25.2   MM   MM    MM
2023 07 23 21 20  MM  0.0  1.0   0.8     8   6.5  76 1018.5  31.2  30.3  25.1   MM   MM    MM
2023 07 23 21 10  MM  0.0  1.0   0.8    MM   6.5  76 1018.4  31.1  30.2  25.0   MM   MM    MM
2023 07 23 21 00  MM  0.0  1.0    MM    MM    MM  MM 1018.4  31.2  30.2  25.0   MM -0.6    MM
2023 07 23 20 50  MM  0.0  1.0   0.9    MM   6.7  70 1018.3  31.0  30.2  24.8   MM   MM    MM
2023 07 23 20 40  MM   MM   MM   0.9     9   6.7  70     MM    MM    MM    MM   MM   MM    MM
2023 07 23 20 30  MM  0.0  1.0    MM    MM    MM  MM 1018.3  31.1  30.2  25.1   MM   MM    MM
2023 07 23 20 20  MM  0.0  1.0   0.8     8   6.4  84 1018.3  30.7  30.2  25.1   MM   MM    MM
2023 07 23 20 10 140  1.0  1.0   0.8    MM   6.4  84 1018.5  30.5  30.1  25.2   MM   MM    MM
2023 07 23 20 00 120  1.0  2.0    MM    MM    MM  MM 1018.5  30.5  30.2  25.3   MM -0.7    MM
2023 07 23 19 50 130  1.0  1.0   0.8     9   6.4  78 1018.5  30.3  30.3  25.0   MM   MM    MM
2023 07 23 19 40 140  1.0  2.0    MM    MM    MM  MM 1018.6  30.3  30.2  25.3   MM   MM    MM
2023 07 23 19 30  MM  0.0  1.0    MM    MM    MM  MM 1018.6  30.3  30.1  25.2   MM   MM    MM
2023 07 23 19 20 150  1.0  2.0   0.8    MM   6.5  74 1018.6  30.1  30.1  25.0   MM   MM    MM
2023 07 23 19 10  MM   MM   MM   0.8     9   6.5  74     MM    MM    MM    MM   MM   MM    MM
2023 07 23 19 00 130  1.0  2.0    MM    MM    MM  MM 1018.8  29.8    MM  25.1   MM -0.5    MM
2023 07 23 18 50 140  1.0  2.0   0.8     9   6.9  76 1018.8  29.7  30.1  25.2   MM   MM    MM
2023 07 23 18 40 160  2.0  2.0    MM    MM    MM  MM 1018.9  29.5  30.1  25.3   MM   MM    MM
2023 07 23 18 30 160  2.0  3.0    MM    MM    MM  MM 1018.9  29.5  30.1  25.6   MM   MM    MM
2023 07 23 18 20 150  2.0  3.0   0.8     9   6.8  61 1018.9  29.5  30.2  25.5   MM   MM    MM
2023 07 23 18 10 160  2.0  3.0   0.8    MM   6.8  61 1019.0  29.4  30.1  25.3   MM   MM    MM
2023 07 23 18 00 150  2.0  3.0    MM    MM    MM  MM 1019.0  29.4  30.1  25.6   MM -0.4    MM
2023 07 23 17 50 160  2.0  3.0   0.8     9   6.5  61 1018.9  29.4  30.1  25.5   MM   MM    MM
2023 07 23 17 40 150  2.0  3.0   0.8    MM   6.5  61 1019.1  29.5    MM  25.4   MM   MM    MM
2023 07 23 17 30 150  2.0  4.0    MM    MM    MM  MM 1019.1  29.5  30.1  25.2   MM   MM    MM
2023 07 23 17 20 160  2.0  3.0   0.8     8   6.5  92 1019.1  29.4  30.0  25.2   MM   MM    MM
2023 07 23 17 10 160  2.0  3.0    MM    MM    MM  MM 1019.1  29.4  30.0  25.2   MM   MM    MM
2023 07 23 17 00 160  3.0  4.0    MM    MM    MM  MM 1019.2  29.4  30.0  25.4   MM +0.0    MM
2023 07 23 16 50 150  2.0  3.0   0.8    MM   6.4  56 1019.3  29.4  29.9  25.4   MM   MM    MM
2023 07 23 16 40  MM   MM   MM   0.8     9   6.4  56     MM    MM    MM    MM   MM   MM    MM
2023 07 23 16 30 150  3.0  4.0    MM    MM    MM  MM 1019.4  29.2  29.9  25.6   MM   MM    MM
2023 07 23 16 20 150  3.0  4.0   0.8     9   6.6  72 1019.4  29.2  29.9  25.4   MM   MM    MM
2023 07 23 16 10 150  3.0  4.0    MM    MM    MM  MM 1019.4  29.2  29.9  25.5   MM   MM    MM
2023 07 23 16 00 140  3.0  4.0    MM    MM    MM  MM 1019.6  29.1  29.9  25.4   MM +0.4    MM
2023 07 23 15 50 150  3.0  5.0   0.8     9   6.2  63 1019.4  29.1  29.9  25.4   MM   MM    MM
2023 07 23 15 40 140  3.0  4.0   0.8    MM   6.2  63 1019.3  29.1  29.9  25.3   MM   MM    MM
2023 07 23 15 30 150  3.0  4.0    MM    MM    MM  MM 1019.4  29.1  29.9  25.6   MM   MM    MM
2023 07 23 15 20 150  4.0  5.0   0.8    MM   6.4  61 1019.4  29.0  29.8  25.7   MM   MM    MM
2023 07 23 15 10 150  4.0  5.0   0.8    MM   6.4  61 1019.4  28.9  29.8  25.3   MM   MM    MM
2023 07 23 15 00 140  5.0  6.0    MM    MM    MM  MM 1019.3  28.7  29.8  24.8   MM +0.8    MM
2023 07 23 14 50 160  4.0  6.0   0.8    MM   6.6  65 1019.3  29.1  29.8  25.6   MM   MM    MM
2023 07 23 14 40  MM   MM   MM   0.8     9   6.6  65     MM    MM    MM    MM   MM   MM    MM
2023 07 23 14 30 160  3.0  4.0    MM    MM    MM  MM 1019.3  29.3  29.7  25.2   MM   MM    MM
2023 07 23 14 20 170  3.0  4.0   0.8     8   6.5 102 1019.2  29.3  29.7  25.3   MM   MM    MM
2023 07 23 14 10 160  4.0  4.0    MM    MM    MM  MM 1019.3  29.2  29.7  25.3   MM   MM    MM
2023 07 23 14 00 170  4.0  5.0    MM    MM    MM  MM 1019.2  29.2    MM  25.2   MM +1.2    MM
2023 07 23 13 50 150  4.0  5.0   0.8    10   6.8  70 1019.1  29.3  29.7  25.0   MM   MM    MM
2023 07 23 13 40 160  4.0  5.0   0.8    MM   6.8  70 1019.1  29.2  29.7  25.2   MM   MM    MM
2023 07 23 13 30 150  4.0  5.0    MM    MM    MM  MM 1019.0  29.2  29.7  25.4   MM   MM    MM
2023 07 23 13 20 150  4.0  5.0   0.8     8   7.0  90 1019.0  29.2  29.7  25.6   MM   MM    MM
2023 07 23 13 10 150  4.0  5.0    MM    MM    MM  MM 1018.9  29.2  29.7  25.5   MM   MM    MM
2023 07 23 13 00 150  4.0  5.0    MM    MM    MM  MM 1018.9  29.2  29.7  25.5   MM +1.4    MM
2023 07 23 12 50 160  4.0  5.0   0.8     9   6.8  68 1018.8  29.1  29.6  25.3   MM   MM    MM
2023 07 23 12 40 140  4.0  5.0   0.8    MM   6.8  68 1018.7  29.2  29.6  25.5   MM   MM    MM
2023 07 23 12 30 160  3.0  4.0    MM    MM    MM  MM 1018.6  29.2  29.6  25.0   MM   MM    MM
2023 07 23 12 20 150  3.0  5.0   0.9     9   7.0  81 1018.5  29.2  29.6  25.2   MM   MM    MM
2023 07 23 12 10 150  3.0  4.0    MM    MM    MM  MM 1018.6  29.2  29.6  25.3   MM   MM    MM
2023 07 23 12 00 150  3.0  4.0    MM    MM    MM  MM 1018.8  29.2  29.6  25.6   MM +1.5    MM
2023 07 23 11 50 150  4.0  5.0   0.9    MM   7.1  63 1018.5  29.1  29.6  25.4   MM   MM    MM
2023 07 23 11 40 140  4.0  5.0   0.9    MM   7.1  63 1018.5  29.1  29.6  25.3   MM   MM    MM
2023 07 23 11 30 140  4.0  5.0    MM    MM    MM  MM 1018.4  29.1  29.6  25.3   MM   MM    MM
2023 07 23 11 20 140  4.0  5.0   0.9    MM   7.1  64 1018.5  29.0  29.6  25.2   MM   MM    MM
2023 07 23 11 10 140  4.0  5.0    MM    MM    MM  MM 1018.2  29.0  29.6  25.2   MM   MM    MM
2023 07 23 11 00 130  4.0  5.0    MM    MM    MM  MM 1018.0  29.0  29.6  25.2   MM +1.4    MM
2023 07 23 10 50 120  4.0  5.0   0.8    MM   6.8  68 1018.1  29.0  29.6  25.4   MM   MM    MM
2023 07 23 10 40 120  3.0  4.0    MM    MM    MM  MM 1018.0  28.9  29.6  25.2   MM   MM    MM
2023 07 23 10 30 120  3.0  4.0    MM    MM    MM  MM 1018.0  28.9  29.6  25.3   MM   MM    MM
2023 07 23 10 20 110  3.0  4.0   0.9    10   7.0  68 1017.9  28.8  29.6  25.2   MM   MM    MM
2023 07 23 10 10 120  4.0  5.0    MM    MM    MM  MM 1017.8  28.8  29.6  25.2   MM   MM    MM
2023 07 23 10 00 120  3.0  5.0    MM    MM    MM  MM 1017.7  28.7  29.6  25.1   MM +0.9    MM
2023 07 23 09 50 110  3.0  4.0   0.9    MM   7.1  87 1017.7  28.7  29.7  25.5   MM   MM    MM
2023 07 23 09 40  MM   MM   MM   0.9     8   7.1  87     MM    MM    MM    MM   MM   MM    MM
2023 07 23 09 30 100  3.0  4.0    MM    MM    MM  MM 1017.4  28.7  29.7  25.3   MM   MM    MM
2023 07 23 09 20 100  3.0  4.0   0.9    MM   7.3  76 1017.4  28.6  29.6  25.4   MM   MM    MM
2023 07 23 09 10  MM   MM   MM   0.9     9   7.3  76     MM    MM    MM    MM   MM   MM    MM
2023 07 23 09 00 100  3.0  4.0    MM    MM    MM  MM 1017.2  28.6  29.6  25.5   MM +0.3    MM
2023 07 23 08 50 100  3.0  4.0   0.9     8   6.9  95 1017.1  28.6  29.6  25.4   MM   MM    MM
2023 07 23 08 40 110  3.0  4.0    MM    MM    MM  MM 1017.1  28.6  29.6  25.4   MM   MM    MM
2023 07 23 08 30 110  3.0  4.0    MM    MM    MM  MM 1017.1  28.6  29.6  25.1   MM   MM    MM
2023 07 23 08 20 120  3.0  4.0   1.0    10   7.2  74 1016.9  28.6  29.7  25.1   MM   MM    MM
2023 07 23 08 10 110  3.0  4.0   1.0    MM   7.2  74 1016.9  28.6  29.7  25.4   MM   MM    MM
2023 07 23 08 00 100  3.0  4.0    MM    MM    MM  MM 1016.8  28.6    MM  25.3   MM -0.6    MM
2023 07 23 07 50 100  3.0  4.0   0.9     9   7.1  72 1016.7  28.6  29.7  25.4   MM   MM    MM
2023 07 23 07 40 110  3.0  4.0    MM    MM    MM  MM 1016.7  28.6  29.7  25.3   MM   MM    MM
2023 07 23 07 30 110  3.0  5.0    MM    MM    MM  MM 1016.6  28.6  29.7  25.3   MM   MM    MM
2023 07 23 07 20 100  3.0  4.0   0.9    MM   6.9  80 1016.8  28.6  29.7  25.3   MM   MM    MM
2023 07 23 07 10  MM   MM   MM   0.9     8   6.9  80     MM    MM    MM    MM   MM   MM    MM
2023 07 23 07 00 110  3.0  4.0    MM    MM    MM  MM 1016.7  28.6  29.7  25.3   MM -1.1    MM
2023 07 23 06 50 100  3.0  4.0   0.9    MM   7.2  66 1016.9  28.6  29.7  25.5   MM   MM    MM
2023 07 23 06 40  MM   MM   MM   0.9    10   7.2  66     MM    MM    MM    MM   MM   MM    MM
2023 07 23 06 30 100  3.0  4.0    MM    MM    MM  MM 1016.9  28.7  29.7  25.4   MM   MM    MM
2023 07 23 06 20 100  3.0  3.0   0.8     9   6.9  63 1016.8  28.7  29.7  25.5   MM   MM    MM
2023 07 23 06 10 110  2.0  3.0   0.8    MM   6.9  63 1016.9  28.7  29.7  25.6   MM   MM    MM
2023 07 23 06 00 110  2.0  3.0    MM    MM    MM  MM 1016.8  28.7  29.7  25.5   MM -1.4    MM
2023 07 23 05 50 100  3.0  3.0   0.8    10   6.9  82 1016.8  28.7  29.7  25.6   MM   MM    MM
2023 07 23 05 40 100  2.0  3.0    MM    MM    MM  MM 1017.0  28.7  29.7  25.5   MM   MM    MM
2023 07 23 05 30 100  2.0  3.0    MM    MM    MM  MM 1017.1  28.7  29.7  25.5   MM   MM    MM
2023 07 23 05 20  90  2.0  3.0   0.8    MM   7.0  66 1017.3  28.8  29.7  25.6   MM   MM    MM
2023 07 23 05 10  MM   MM   MM   0.8     8   7.0  66     MM    MM    MM    MM   MM   MM    MM
2023 07 23 05 00  70  3.0  4.0    MM    MM    MM  MM 1017.4  28.8  29.7  25.7   MM -0.5    MM
